developer,owners
Somnium Space Ltd.,50000
Miria Studios,50000
Mint & Dough,50000
Zeritum,50000
"Chengdu Touch Times Technology Co., Ltd",50000
"Bully Innovation Group, Inc.",50000
chlsea,50000
SpinVR,50000
New Hell Studios,50000
Matt Boyer,50000
Dane Winn,50000
Daniel J Roberts,50000
XGen Studios,50000
inbetweengames,50000
Billy Jazz Hills Stickley,50000
MUVGAMES,50000
Daniel Paez,50000
Dark Artz Entertainment,50000
Silver Legends,50000
Darker Emerald,50000
Big O,50000
Dave Catling,50000
Big Hat Games,50000
SignSine,50000
NovaLogic,50000
Sticky Studios,50000
Lunar Great Wall Studios,50000
Novel Tea Games,50000
SideQuestNZ,50000
David Colson,50000
"Lukas Paul, Gabriel Mittermair",50000
StikiPixels,50000
Woodsy Studio,50000
Wooden Shoes Games,50000
Mad Triangles,50000
Maddnuss Games,50000
"Corn Fed Games, LLC.",50000
XLGAMES.Inc,50000
CoughE,50000
Cover Corp.,50000
Singularity Lab,50000
Crownbird,50000
Martin Nayeri,50000
Martin Hoferek,50000
Block Interval,50000
Nexus Interactive Arts,50000
Blake Gillman,50000
Tortuga Team,50000
Squiddershins,50000
Nicholas Pellegrino,50000
Cybergrotex,50000
Marco Hulden,50000
Blackturn Ltd,50000
DNT Games,50000
DOG HOGGLER,50000
Xefier Games Inc.,50000
goonswarm,50000
Malzbie Games,50000
Star Legion,50000
Magnesium Ninja,50000
Niko Korolog,50000
Black Cell OG,50000
pg5-Studio,50000
Dream Harvesters,50000
STILILA,50000
Frudelsoft,50000
ImproVive,50000
Vaka Game Magazine,50000
Fun Bits,50000
The Pulse,50000
VRNI Ltd,50000
Aleksandr Soldatov,50000
Ian Truelove,50000
VRFavs,50000
The Sun Will Rise Team,50000
SIM720 LIMITED,50000
VR Junkies,50000
IOA Games,50000
Game Cooks,50000
The Work Club,50000
Raxasoft Games,50000
Game Troopers,50000
拉貢拉斯找金粒,50000
Aerilon Studios,50000
ILLUSION,50000
Acute Games,50000
Gamemag,50000
ICON Interactive,50000
Acute Art,50000
UnderMax Games,50000
FrozenShard Games,50000
Alex Raita,50000
一杯烟雨游戏工作室,50000
FrozenPepper S.R.L,50000
Flyleap Studios,50000
Super Suite Studios,50000
JMC Games,50000
Project Polish Productions,50000
The Cable Center,50000
Project Whitecard Studios Inc.,50000
Isaac Stearns,50000
Alix,50000
Purple Studios,50000
PyrofrogStudos,50000
The Game Brewery,50000
Fred Sauer,50000
Iron Helmet Games,50000
Queen Birdface Productions,50000
Free Range Games,50000
Freebird Games,50000
Freie Programme Hohenstein,50000
"Quicksilver Software, Inc.",50000
兔子放映部,50000
Intergalactic Education LLC,50000
Alex Williams,50000
Frog Paw Studios,50000
Innolabs,50000
Frontwing,50000
Sacada,50000
I Fight Bears,50000
Hypersnow Games,50000
梵天游戏,50000
Hyperbook Studio,50000
Heroes Dev Team,50000
Hero Blocks ApS,50000
Hernan Caro Vilaburges,50000
Rushil Reddy,50000
Tinkertainment,50000
Goldbar Games,50000
Tiny Colossus,50000
Tiny Lions,50000
Tiny Titan Studios,50000
Heiden,50000
肥羊,50000
Hathos Interactive,50000
Trophy Games ApS,50000
Harry Gill,50000
7 Road,50000
Ritual Entertainment,50000
7 Keys Studios,50000
4H StudioLab,50000
Triconn Games,50000
貓蛋,50000
Tombas Tomáš Basovnik,50000
Rocket Cola Studio,50000
TrerPlay,50000
Toni Domínguez,50000
Groove Science Studios,50000
Heroic Games,50000
Ruskatuli,50000
Hexadecimalstudios,50000
Threevol,50000
HyperBot Studio,50000
ReaverGames Ltd.,50000
Garmory,50000
Reboot Arcade,50000
Thomas Meduri,50000
UD,50000
Horizon Studio,50000
Ryan up in here,50000
UA Games,50000
Red Dolphin Games,50000
Gerd Kortemeyer et al.,50000
Tyler Rogers,50000
Tin Man Games,50000
TwoWizards,50000
Aaron Bales,50000
ASK.,50000
AMS Game Development Association,50000
HoCWar,50000
深圳中青宝互动网络股份有限公司,50000
Reine Works,50000
深圳市爱玩游戏科技有限公司,50000
"High Fidelity, Inc",50000
Turbo Chimp,50000
AAlgar Productions,50000
The Bane Of Asphodel Team,50000
Fogbound,50000
Samu,50000
Wakagana,50000
Karl Binder,50000
B2Expand,50000
Wacha,50000
WaVR,50000
Senshi.Labs,50000
Kainos,50000
Australian Broadcasting Corporation,50000
Kailang Fu,50000
Kaigan Games OÜ,50000
Tall James Games,50000
WEBZEN ONNET,50000
KURB,50000
Endless Void Studios,50000
slizer88,50000
KL GAMES,50000
Secret Level SRL,50000
Atapki,50000
Vulcan,50000
KABloom Interactive,50000
Juvty Worlds Ltd.,50000
Eroducate,50000
Jumb-O-Fun Games Inc,50000
VoleR Creative,50000
Phantom8 Studio,50000
"AmazeVR, Inc",50000
TTCX Inc.,50000
Panther Games,50000
"Visualistic Studios, LLC.",50000
Katsudou Mangaya,50000
morojenoe's empire,50000
Supermedium,50000
Shadow Blade Productions,50000
Kwebbelkop,50000
Duck Duck Zeus,50000
Bacq Stellan,50000
KorteGames,50000
KoromoSoft,50000
EVR Studio,50000
Kombinat,50000
npckc,50000
Kody Stone,50000
BYU Animation -  Class of 2018,50000
Kindman,50000
BYU Animation -  Class of 2016,50000
Edo Create,50000
T-Bull S.A.,50000
Wallflower Games,50000
"BTD STUDIO Co.,ltd.",50000
EggNut,50000
Eight Pixels Square,50000
Pablo Vidaurre Sanz,50000
Kel,50000
Elcaelum,50000
Electronic Experience,50000
JoyCrafter,50000
Screenhit Studios,50000
Physiology with Dr Christian,50000
Andrettin,50000
Play Nicely,50000
Joe Watson,50000
Jewel Lim,50000
Joshua Marks,50000
Animus Interactive Inc,50000
Andrew Moran,50000
Angry Rabbit Studios,50000
Fatshark,50000
Jerk Circle Media,50000
Faultline Games,50000
Playful Armadillo,50000
Federico Schliemann,50000
Andrew and Christopher Kirmse,50000
FergaTroid Studios,50000
Jeff Jackman,50000
Techway,50000
TeePee Studios,50000
Fifth Column Games,50000
Jaunt Inc.,50000
"Janus VR, Inc.",50000
Andrew Rowe,50000
Fairytale Distillery,50000
James Raymond,50000
Teletower Studios,50000
Plan8,50000
storyk21674,50000
Argus Games,50000
Team B Laboratory,50000
Argent Games,50000
Archetype Interactive,50000
Experius VR,50000
EyeSpyda Games,50000
Apus Software,50000
Team Entropy,50000
Team Major League Gladiators,50000
FHNBHJ,50000
Team Navigator,50000
FX Games,50000
PixelSoft,50000
SandVUE,50000
Amidos,50000
Jake Stull,50000
Fabian Jarrett,50000
Anchora Games,50000
James Montgomery,50000
Ape Man Robot,50000
Pluto VR,50000
Rachel Ye,40000
Simon Kaley,40000
80Arcade,40000
Morgan Graham,40000
NMY Mixed-Reality Communication GmbH,40000
Planeta,40000
Omega Games,40000
Ran,40000
Pixeljam,40000
Olivier LeClair,40000
小戴的奴隶们,40000
acechariot,40000
10101 Software,40000
Cabbibo,40000
GameTop.com,40000
Space Fractal,40000
Godline,40000
Two Clusters,40000
Suspicious Box,40000
Holospark,40000
Gerald David Becker,40000
James Mearman,40000
Triority,40000
Studio Oleomingus,40000
Lindero Edutainment,40000
The Mill,40000
Frooxius,40000
"MAMMOSSIX Co., Ltd.",40000
ForepawSoft,40000
Titmouse,40000
Watercress Studios,40000
Free Initiative Games,40000
EnsenaSoft,40000
CelleC Games,40000
Sandbox Games,20000
Vetron,20000
"Vex Studios, LLC",20000
アスガル騎士団,20000
よるのあとち(Yorunoatochi),20000
Scott Howie,20000
Viacom NEXT,20000
Ten Percent Red,20000
"Telophase Studios, LLC",20000
Scott Grambo,20000
xrrawva,20000
wosabi,20000
weelco_vr,20000
SandorHQ,20000
Santa Ragione,20000
Saoi Games,20000
Scourgey Works,20000
Veritex Studios LLC,20000
ThankGame.com,20000
Screwy Lightbulb,20000
Valynx Studio,20000
不公开,20000
Vashta Entertainment,20000
The Dashing Crate,20000
Sam Fadare,20000
Sam Grant,20000
spidamoo games,20000
Taploft Sp. z o.o.,20000
Velikan,20000
上海游七网络科技有限公司,20000
Sam Robinson,20000
上海信虎文化传播有限公司,20000
Samantha Spytek,20000
TatriX,20000
Vectorush,20000
Vectura Games,20000
Tempera Games,20000
Team Arborium,20000
Team Blub Blub,20000
Saucisson,20000
Team A.R.G.,20000
uGen Inc.,20000
Ville Nyyssölä,20000
Vimes Entertainment,20000
Team Seven,20000
theConstructVR,20000
Sciman101,20000
Team Reset,20000
Sascha Rushing,20000
Team Nomad,20000
Team Full Sail,20000
Vincae Entertainment,20000
Team Cat 'n Mice,20000
Viraug,20000
the original air,20000
VironIT,20000
Team Syukino,20000
Team TatoTaco,20000
"Team Tori, LLC",20000
Scorching Castle,20000
Telestic Studios,20000
voodoosoft,20000
Visual Wordplay,20000
"Teleporter Realities, Inc.",20000
Victor Pukman,20000
Teatime Research Ltd.,20000
Team 33,20000
Saluda Systems,20000
vm.cabello,20000
Videojuegos Fermín,20000
Team in Time,20000
Sasha Alexandra,20000
team BitClub,20000
Team Wizard Prison,20000
Viewport Studios,20000
Victor Brodin,20000
The House of Fables,20000
The Game Forger,20000
Roxiano Creations,20000
Triplot Studio,20000
Royal Donut,20000
Try This At Home,20000
RunByCoffee,20000
Trystan Jasperson,20000
藍茶高校 Blue Tea College,20000
Tsukinowa App.,20000
TiredOfCoding,20000
TuneTheDev,20000
绮梦妄想社,20000
TingThing,20000
窝窝社,20000
福州沉浸者网络科技有限公司,20000
Timewind LLC,20000
TimefireVR LLC,20000
TimeMachine,20000
Tim Cornish,20000
Tripeaks,20000
Rovango Studio,20000
Two Zoos,20000
Ross Winters,20000
Topstitch Games,20000
Travis Forkner,20000
陌上科技,20000
阿龟与阿飞,20000
Treexy,20000
阿津,20000
Tommy Yoder,20000
RoomsforRockets,20000
Tommi Turunen,20000
Ross Grambo,20000
Trey Sherman,20000
重庆环游者网络科技,20000
边玩边学网络科技有限公司,20000
Tomb Team,20000
Tobias Gaertner,20000
西安乐趣软件科技有限公司,20000
Triggered Studios,20000
Tim Arterbury,20000
次韵和,20000
The Geometry Boxers,20000
VRLive,20000
SKYOPT,20000
The Shoebox Diorama (Daniel Ernst),20000
The Secret Location,20000
VRX,20000
北京凌宇智控科技有限公司,20000
凌望工作室,20000
The Ninth Art,20000
The Museum of Technology,20000
Valiant Game Studio AB,20000
SUNYU Software,20000
SUPERCORE Games,20000
净土制作室,20000
The Hyper Carries!,20000
Tantrum Lab,20000
乐客游戏,20000
乌鸦大仙,20000
Saltclock Studio,20000
嘟嘟,20000
VREAL INC,20000
Tzar Leonardi,20000
SIMSREALITY,20000
Ryan Kibbe,20000
森林纵火犯,20000
Ryan Rosado,20000
UAA Software,20000
UNAmedia,20000
SAGENCY,20000
UWILMOD,20000
Ugamehome,20000
Theory Studios LLC,20000
University of Cambridge Engineering Department,20000
Unknown Worlds Entertainment,20000
Ursine,20000
晨风工坊/DAWNWING SHOP,20000
Theo Tsapakos,20000
SIGONO INC.,20000
TheStonefox,20000
VR Triber,20000
SculptrVR,20000
socah development,20000
Tanner Upthegrove,20000
Yazorius,20000
Sports Interactive,20000
Simple Designs Gaming,20000
gametornado,20000
games by lum,20000
Xperitus,20000
Xuanjin Studio,20000
YIMING ZHANG,20000
Spidove,20000
Spencer Pilarski,20000
Simon Says: Play!,20000
exaQuark,20000
Yeli Orog,20000
Yerawizard LLC,20000
SpeedFrame,20000
Yo252yo,20000
Spectrum Nox Media,20000
Yode Group,20000
Yomu,20000
Xiotex Studios Ltd,20000
Xiaoyu Yang,20000
Sean Han Tani,20000
gtscom,20000
"Steve ""Khad"" Grant",20000
invrse studios,20000
Stellar Oasis,20000
Stelex Software,20000
ifgames studio,20000
"X-Legend Entertainment Co., Ltd.",20000
hishapes,20000
Steele Dalton,20000
Silverstring Media Inc.,20000
Stacie McLaury,20000
Starlight Studios,20000
StarSystemStudios™,20000
"Silverware Games, Inc.",20000
Xander Kyle Puckett,20000
Xemory LLC,20000
Simon Blasen,20000
XiaogengXu,20000
gitcare,20000
e.com,20000
Your Friends Upstairs,20000
Six Sided Square,20000
Solirax,20000
carla51,20000
Sons Of Earth Games,20000
Sleepless Clinic,20000
Zero Sum Games,20000
Sleepy Studios,20000
Sonic-Alpha,20000
SlinDev,20000
ZeroByter Games,20000
betamaximus-128,20000
Yuuuge Games,20000
Solid Apps Inc,20000
Zihang Zhang,20000
ZoR Dev,20000
bad monkee,20000
Zohar Neiger,20000
bHaptics Inc.,20000
artArmin,20000
"Snood, LLC",20000
Zachtronics,20000
cbinfosystems,20000
Zachary ZumTobel,20000
Zachary Hodges,20000
ZCH字母君,20000
ZDF Digital Medienproduktion GmbH,20000
Space Toast Games,20000
Space Telescope Science Institute,20000
Space Needle + Chihuly Garden and Glass,20000
ZREALITY GmbH,20000
dny.coder,20000
dlan,20000
dfree,20000
SkyWorks Digital,20000
db.works,20000
Skyjaz Games,20000
Souper Chef,20000
Zachary Duer,20000
cornthea,20000
Skylar Pniewski,20000
Skyline Games,20000
Steve Antoniadis,20000
Steve Gal,20000
Silent Legends,20000
WangJianWei,20000
TRT World,20000
TM xR Lab,20000
owl.,20000
TCR,20000
T.D,20000
Swift Limit Games,20000
Sergei Klimov,20000
Sergei Minin,20000
Svantech Studios,20000
Shadow Factory,20000
nohoho (Individual),20000
Ward Mahadin,20000
Session Seven Team,20000
Seth O'Dale,20000
Shadebob Games,20000
ninedux,20000
WeMakeApp Studio,20000
Super X Studios LLC,20000
"TSMOUNT, Inc.",20000
TWOODY PRODUCTIONS,20000
Serenity Forge,20000
Sensorama,20000
Sebastian Havens,20000
Snippy Nguyen,20000
smakarov3,20000
Vorge Studio,20000
W. Jesse Barber,20000
WANZUNGDEV,20000
sky-coding,20000
shru,20000
WSP – Parsons Brinckerhoff of Seattle,20000
Seemingly Pointless,20000
Seldom Ludious,20000
Semenov Iurii,20000
Tall Guy Productions,20000
raptor lab,20000
Tale of Tales,20000
qberty,20000
"Takahito Ito, Cesar Hidalgo, et al.",20000
Super Bit Machine,20000
WhirlVFX,20000
Sijawa Production,20000
Stitched Mouth Studios,20000
Winterflood,20000
ShilohGames,20000
Strange Fire,20000
Shiny Vacation,20000
StormBrewers,20000
lovelin,20000
StormBorn Studio,20000
louis morel,20000
Wolf In Motion Ltd,20000
White Sparkle Games,20000
kron0s_alexey,20000
Stijn Van Cauter,20000
Wrestler,20000
kelkk,20000
"Wuhan Mandrill VR Co., Ltd.",20000
Sidekick,20000
"Wuhan Simple Wings Technology Co., Ltd.",20000
Steven Taylor,20000
Winter Wolves,20000
makemepulse,20000
Windybeard,20000
Window Licker Games,20000
Sunshine Games,20000
Will Kane,20000
"Shanghai Fengsheng Technology Co.,Ltd.",20000
SugarHyped,20000
ShapeSim,20000
Subreality Studios LLC.,20000
Shazard G Bansraj,20000
Will Nations,20000
Stumphead Games,20000
StudioQi,20000
Studio Élan,20000
William Wofford,20000
William Wright,20000
mkaatr,20000
Wind Jester Games,20000
Shephf Games,20000
Shida,20000
Toruko Games,20000
LunarCore Games,20000
Roest,20000
Ethan Johnson,20000
Eric Bodreau,20000
Eric Baskin,20000
Eren Aydin,20000
Epotech,20000
Engin Mercan,20000
EnchantedLands,20000
EmpromGame,20000
Emily Gjertsson,20000
Emily Bannister,20000
Emile Savard,20000
Eliser Wiedemann,20000
Edulus software,20000
Edgehill CGI,20000
Eden Agency,20000
Eddine Omar,20000
Eddie O'Hagan (Katianie),20000
Dzsembori,20000
Dynamite Whale,20000
Dust Storm Entertainment,20000
Duncan Boyes,20000
Duke Studio,20000
Erik Sillén,20000
Etter Studio,20000
Firebrush Studios,20000
EugeneLee,20000
Felix & Paul Studios,20000
Fast Fall Studios,20000
Fasold Games,20000
"FarSight Studios, Inc.",20000
FairyPeople,20000
Fabio Adamo,20000
Fabien Quibreteau,20000
F8tality games,20000
"F.U.U.M. Co., Ltd.",20000
Extinct Angel,20000
Experimental Foundation,20000
Expedia Labs,20000
Expedia,20000
Expect Studio,20000
Evocat Games,20000
EvoBooks,20000
Evlanic Entertainment,20000
Evie Powell,20000
Evie Chang,20000
Evan Hecht,20000
Eva Wierzbicki,20000
DuckbearLab,20000
Dreambox,20000
Dream Channel,20000
Drakeling Labs,20000
Dean Cruz,20000
Davide Riccitiello,20000
David Zeiser,20000
David Mulder,20000
David Lewis,20000
David J. Franco,20000
David Donarumo,20000
David Cross,20000
David Burns,20000
David Almaguer,20000
David AE,20000
Dave Gumble,20000
DatavizVR Inc.,20000
Daniel Wiitanen,20000
Daniel Michaneck,20000
Daniel Meredith,20000
Daniel Bedrich,20000
Damsel Stone,20000
Dalibor Bartoš,20000
DVERSE Inc.,20000
DRUNKEN APES,20000
Deathink,20000
Delmunsoft,20000
Denizen Seven,20000
Dihen,20000
Doug Fialko,20000
Double Mirage Studio,20000
Don't Bite Devs,20000
Doghead Simulations,20000
Dischan Media,20000
Dima Kozyr,20000
Dim Bulb Games,20000
DillyFrame,20000
Diios,20000
DigitasLBi,20000
Derpy Dinos,20000
Digitalzone,20000
Digital Continue,20000
DigiPen Press,20000
Dialsoft,20000
Deydrihm,20000
Devious Minds,20000
Developer of Easy Shooter,20000
Destinations VR,20000
Designated Play Space,20000
Fenrisulfr Ruin1990,20000
Firetail Games,20000
Heikki Parviainen,20000
Grey Reality Studios,20000
GreenThumbStudios,20000
Green Sawdust,20000
Green Moon Games,20000
GreatherGames,20000
Graziano Ferraro,20000
Gravity Well Studios,20000
Granola Studios,20000
Grandpa Pixel,20000
GoshFather,20000
Good Game Co.Ltd,20000
Good Free Games To Play,20000
Goober Games,20000
GonzoVR,20000
Goloso Games,20000
Golden Epoch Media,20000
Goblinz Digital,20000
Gloria Hsieh,20000
Glitchr Studio,20000
"Glitchless, LLC",20000
Girls Make Games,20000
Gio Benedetti,20000
Gregg Brzozowski,20000
Griffin DesBles,20000
Flat Cat Games,20000
Grimoire Games,20000
Hazier Studio,20000
HawkX Games,20000
HatFeather,20000
Hashieve,20000
Hannes Trebbin,20000
Hang Time Studios,20000
Hands!,20000
Halfbolt Studios,20000
Half Baked Data,20000
Hailee Ammons,20000
Hail Mary Games,20000
HQGames,20000
HELYEES,20000
GuraShop,20000
Gunschlinger,20000
Guillaume Thiolliere,20000
"Guangzhou little lamb Animation Technology Co., Ltd.",20000
Guami Games,20000
Groove Science,20000
Gronzragüer Games,20000
Grindstone Interactive,20000
Giant Evil Robot,20000
Gestmorph Games,20000
Gersh Games LLC,20000
George Glasson,20000
GIPHY Inc.,20000
Fürst,20000
Fusion Core,20000
Fury Strike Team,20000
Fur Dev Team,20000
Fungi In The Basement,20000
Fun Guy Apps,20000
Fullbrik Games,20000
FrozenPixel (FPX),20000
Freeway Interactive,20000
Fredrik Carlsson,20000
Framestore VR Studio,20000
Foxie Games,20000
Fork Particle Games,20000
Forge Reply S.r.l.,20000
Foolish Mortals Games,20000
Fold Up Studios,20000
Float Gallery,20000
Flippancy Studio,20000
"Flight 115, LLC",20000
Flicksync,20000
GOH Studio,20000
GY Games,20000
Gabriel Schwab,20000
Gamers for Good,20000
Generic Game Studios LLC,20000
Gehrig Gosselin,20000
Gear Learning,20000
Ge Yin,20000
Gangjun (Jun) Ha,20000
Gametroleum,20000
Games for May,20000
GamerzDan,20000
GamersUnit,20000
Gamepainters,20000
Galaxy Game Studio,20000
Gamegrustudio,20000
Gamechuck,20000
GameSamba,20000
GameHollywood,20000
GameCoder Studios,20000
Game-S,20000
Game Studio Abraham Stolk Inc.,20000
Game Kombinat,20000
Game Hollywood,20000
D4O AG,20000
Cyberworks,20000
Cursing Otter,20000
Atomic-Invasion,20000
Ascanio Entertainment,20000
Artyom Laletin,20000
Artist Suvi Solkio,20000
Arthur Pernot,20000
Armadillo Game Studios,20000
Arli Tuominen,20000
Arkane Studios,20000
Aristotelis Giannakopoulos,20000
Ariganu,20000
Apple Cider,20000
Apeiron,20000
Antonio Latronico,20000
Anton Shatalov,20000
Anthony Acosta,20000
Another Planet,20000
Another Circus,20000
Animyst Games,20000
Anima,20000
Andrewus,20000
Andrew Rodenhiser,20000
Andrew Gwinner,20000
Atomic Piñata,20000
Aubrey Isaacman,20000
Crystallized Games,20000
Augusto Gómez Eguíluz,20000
Ben Allen,20000
Belka VR,20000
"BeiJing FlyDream Interactive co.,ltd",20000
BeetleFish Studios,20000
Beatsie Boys,20000
Beatrice,20000
Beanstalk VR Team (BYU),20000
Bastien Ollivo,20000
"Bamboo Secrets Co.,Limited",20000
Badim,20000
Bad Rhino Games LLC,20000
BacklotRealities,20000
Backburner Games,20000
Babeltime,20000
BBit,20000
BARCHboi,20000
Azorian,20000
Axyos Games,20000
Aventy's team,20000
Austin Pinzon,20000
AurealStudio,20000
Andres Garcia,20000
Andrea Mancuso,20000
Ancient War Studios,20000
Ana Beltran,20000
Aaram Mahadin,20000
ALTER-BOY,20000
AIVIK LLC,20000
ADB,20000
AA Games,20000
A.D. Klumpp,20000
A. Hagen,20000
@peoplepersonpro,20000
@YearOfTheBob,20000
99Games Online Pvt. Ltd.,20000
64k,20000
5th Planet Games,20000
3DIQ,20000
3D Talo Finland,20000
3D Realms (Apogee Software),20000
3D Realms,20000
2ndRevelation,20000
2cute,20000
25% Games,20000
2049VR,20000
2-Volt Games,20000
Acrylec Studios,20000
"Actually A Game Company, L.L.C",20000
Adrian Lannon,20000
Alexandre Petrault,20000
Amy Li,20000
Amigo VR Studio,20000
Amigo VR,20000
Amelie Berthome,20000
Alterindie LLC,20000
Alterego Games,20000
Allosaurus,20000
Ali Eslami,20000
Alexey Bokulev,20000
Alexander Guo,20000
Aerolito,20000
Alexander Goldman,20000
Alex_redmiau,20000
Alex Serpentini,20000
Alex Meng,20000
Alex  Tritt,20000
Alda Games,20000
Albatros Softworks,20000
Alan “AG” Gordon,20000
Aesir Interactive,20000
Ben Hartnett,20000
Benjamin Niu,20000
Betamaximus-128,20000
Cardboard Computer,20000
Class-X Games,20000
Class of 2017-2018,20000
Class of 2015-2016,20000
Citor3 Entertainment Studio,20000
Christopher Wagner,20000
Christopher Howard,20000
Christopher Dobson,20000
Chris Perry,20000
Chris Mailloux,20000
Chris Holtshouser,20000
Chris Gallello,20000
Chris Danelon,20000
Charlie Oscar Lima Tango Interactive Entertainment,20000
Charles Cochrane,20000
Challudym,20000
Chainsaw Games,20000
Chad Meffert,20000
Centicerise Productions,20000
Causa Creations,20000
Cat Nigiri,20000
Cascade Game Foundry,20000
Classy Yak Game Studio,20000
Clickbait Studios,20000
Codev Games,20000
Corbak Games,20000
Crystal Game Works,20000
CryptMade,20000
Crimson Lodge,20000
Creashock Studios,20000
Crazy Unicorn,20000
Crankies Smartworks,20000
Cozy Game Pals,20000
Corentin Lheriaud,20000
Corentin Jezequel,20000
Contec Games,20000
Cold Pressed Games,20000
Conifer Studios,20000
Confused Studios,20000
Concrete Games,20000
ComonGames,20000
Command Z,20000
Colorfiction,20000
Colludium Ltd,20000
Colestia,20000
Cole Kitroser,20000
Casa Rara,20000
Caraline Aldis,20000
Big Ant Studios,20000
Campus ADN 2017-2018,20000
Brandon Cobb,20000
Boyang Zhou,20000
BottleCube inc.,20000
Booper Inc,20000
Bobby Zeal,20000
Bob Games,20000
Blueshift Media,20000
Blue Commands,20000
Blake W. Ford,20000
Blake Pierce,20000
Blackwood Specter,20000
Black Lime Studio,20000
Black FishMaker,20000
Black Banshee Studios,20000
BitSits Games,20000
BitBreak I/S,20000
Bit Nurse,20000
Biome Collective,20000
Biodrone Studios,20000
Binary Souls,20000
Bill Ricardi,20000
Breachgate,20000
Brett Moody,20000
Brewsterland Studios,20000
CINEMUR,20000
Campus ADN 2015-2016,20000
Camerron ScottSaxon Niewoehner,20000
"Callipygian Games, LLC",20000
Caliburn Studio,20000
Caleb Valdez,20000
Cake Collective Games,20000
CTN Design,20000
CRAPPY ZOMBIE GAME STUDIO,20000
CPsoft,20000
CCYY,20000
Brian Fitzgerald,20000
C.A.Withey,20000
BáiYù,20000
Butterfly Wisps,20000
Business Mouse Studios,20000
Burak Yücel,20000
Bryan Song,20000
Bruno MARTIOL,20000
Brown Studios,20000
Brighter3D Software Development Ltd.,20000
Heekdevelopment,20000
Helium9 Games,20000
Rodrigo Reyes,20000
Nicolas Kemball-Cook,20000
Nicholas Ingulfsen,20000
Nicholas Herink,20000
Niall McShane,20000
NextVR,20000
Newgrange Game,20000
NewFort Studios,20000
Neojac Entertainment inc.,20000
NeoBird,20000
Nelium Games,20000
Nehaia Halabeieh,20000
NeatVibez,20000
Nazagoth,20000
National Film Board of Canada,20000
Nathaniel Kevin Suriawijaya,20000
Nathan Ralph,20000
Nanalli,20000
NailGun Studios,20000
NUMENA GmbH,20000
NTT Solmare,20000
NSC Creative,20000
NLB project,20000
Nick Page!,20000
Nigel Fogden,20000
Oneironaut Academy LLC,20000
Niket Patel,20000
OneTechAsia,20000
Ondrej Pultar,20000
OnPluto,20000
Omniscience,20000
OfficialCH,20000
Oddeyefish,20000
Oblix LLC,20000
Objectif 3D - game,20000
Object Normal,20000
ON Reality lab.,20000
OCTET,20000
O L Y M P U S,20000
Noyemi Karlaitė,20000
Notte Studio Games,20000
Not A Company,20000
Norrman Brothers,20000
Noriaki Nakano,20000
Nordcurrent,20000
Norain Games.,20000
Nimbus Interactive,20000
Nima Zeighami,20000
NINE VR,20000
NEOWIZ,20000
NAPE GAMES,20000
NAMI TENTOU,20000
Miikka Åsnabrygg,20000
Miguel O. Mercado,20000
Mighty Papaya,20000
Michael Seaholm,20000
Michael McCartney,20000
Michael Lampel,20000
Michael Crabbs,20000
Michael Amzovski,20000
Mengtu Technology Co. Ltd,20000
Melancholic Nights Studio,20000
Megan,20000
"Media Impact Co.,Ltd",20000
Maxwell Volz,20000
Maxwell Taylor,20000
Maxime Pointet,20000
Maxen,20000
Max Whale,20000
"Matthias Patscheider, Samantha Povolny, Bianca Zankl",20000
Matthew Ricci,20000
Matthew Myers,20000
Matthew Hayter,20000
Mika Molenkamp,20000
Mike Casto,20000
Mike Harris,20000
Modular Souls,20000
N.R. Burnette,20000
"MyDream Interactive, Inc.",20000
Motional Entertainment,20000
Most Ancient,20000
Morgan Wesemann,20000
Monster Mansion,20000
"Monarchy Media, LLC",20000
Moment Games,20000
Mohsin Rizvi,20000
MoYi Technology,20000
Military Operations,20000
Mixed Reality Worlds,20000
Mitchell Shannon,20000
Mister-Slam,20000
Miskatonic Studio,20000
Miroslav Fídler,20000
Miroko,20000
MioMax,20000
MindArk PE AB,20000
Millia Soft,20000
Oneiric Entertainment LLC,20000
Oninou,20000
Hellride Games,20000
Rebuff Reality,20000
Reality Reflection,20000
RealFire Interactive,20000
Raymond Reedy,20000
RayKingArts,20000
RaveyLarge,20000
Ravanok,20000
RareSloth,20000
Range Plus One Inc.,20000
Raddy Peid,20000
Racing Bros,20000
RPGGAME,20000
RPG Adventures Team,20000
RMIT VX Lab,20000
RLTY CHK,20000
RDavis,20000
R.A.M. Studios LLC,20000
Quiet River,20000
Quality Games,20000
Pulsarium,20000
"Psychic VR Lab Co., Ltd.",20000
Protoria Studios,20000
Really Interactive,20000
Red Bull,20000
Onix Fox,20000
Red Bull Media House,20000
Rodrigo Banzato,20000
Rockgames,20000
Rocket Tiger Studios,20000
Rocket Banana,20000
Robert Ferry,20000
Rob Jinman,20000
Roaming Ground Studio,20000
Road Turtle Games,20000
Riley Shanley,20000
RiftBreak Software,20000
Richard Fox - Development,20000
Retro Craftz Studio,20000
Render Farm Studios,20000
RenZhai(人宅),20000
Reload Labs,20000
RelayCars®,20000
Reija Meriläinen,20000
Reed Mosby,20000
Red Skald,20000
Red Fox Game Studios,20000
Red Dev Studio S.A.,20000
ProntiatVR,20000
PrimeBit Games S.A.,20000
"Present Day Media, LLC",20000
Populus,20000
Pehesse,20000
Pegnio Ltd,20000
Peddler Games,20000
Pavel_Balakin,20000
Paul Kohler,20000
