developer,owners
Missing Sentinel Software,20000
Miris Mind,20000
Mirko Seithe,20000
Miro Straka,20000
Miroko,20000
Miroslav Fídler,20000
Mirthood Games,20000
Mirum Studio,20000
Miryn Innovation,20000
Misfit Village,20000
Miskatonic Studio,20000
Mintaka Softworks,20000
Mint Arcade Ltd.,20000
Minosh Digital,20000
Minority Media,20000
Mind Grown Software,20000
Mind Leak,20000
"Mind's Eclipse Interactive, LLC",20000
Mind's Eye Games,20000
Mind-altering Games,20000
MindArk PE AB,20000
"MindShaft Games, LLC",20000
MindWalker Games,20000
Mindfield Games,20000
Mindfog games,20000
Mindmuscle Games,20000
Mindwedge,20000
Mini Fun Games,20000
Mini IT,20000
Minibeast LLC,20000
Minibyte,20000
Minicore Studios,20000
Minimallab,20000
Minindustries Game Factory,20000
Minion Productions Inc.,20000
Minor Faction,20000
Missing Digit,20000
MissingNo Studio,20000
Monkeynetics,20000
Moment Studio,20000
Mogila Games,20000
Mohammad Arkobi,20000
Mohsin Rizvi,20000
Mojo Bones,20000
Mokomoto,20000
Mole Eyes Entertainment,20000
Moloch Media,20000
Molosoft,20000
Moltenplay,20000
Moment Games,20000
Momentum,20000
Mist,20000
Momiji Studios,20000
Monandol Games,20000
Monane,20000
"Monarchy Media, LLC",20000
Mongoose Net Ltd.,20000
Monkey Reality Games,20000
Monkey Stories,20000
MonkeyMaw,20000
MonkeyToons,20000
Monkeybin AS,20000
Moebiusgames,20000
Modus Interactive Games,20000
Modular Souls,20000
Modii Games,20000
Mistaken Visions,20000
Mister Anderson,20000
Mister-Slam,20000
MisterTtocS,20000
Mitch Kuronya,20000
Mitchell Shannon,20000
Mixed Reality Worlds,20000
Mixtape,20000
Mlyst,20000
MoMo Games,20000
MoYi Technology,20000
Mobo Studio,20000
"Mobot Studios, Inc",20000
MobyDick Games,20000
Moda Code Games,20000
Mode4,20000
Modern Aeon,20000
Modern Alchemy,20000
Modern Dream Ltd,20000
Modern Paradise Media Inc.,20000
Modesto A. Rabena,20000
"Math Nerd Productions, LLC",20000
Mateusz Kuliś,20000
Mateusz Kulis,20000
Luke Sanderson,20000
Luis Ruiz,20000
Luiz Felipe Da Silva Marian,20000
Luiz Zaiats,20000
Lukas Litinskas,20000
Lukayson,20000
Luke Brown,20000
Luke Fritz,20000
Luke Godfrey,20000
Luke Iannini,20000
Luke Meppem,20000
Luke Vincent,20000
Lufthamn,20000
"Lumatap, LLC",20000
Lumbernauts,20000
Lumen Labs,20000
Lumen Section,20000
Luminark,20000
Luminosity Mobile,20000
LunaBeat,20000
LunaRolexLer,20000
Lunacy Interactive,20000
Lunar Collapse,20000
Luis Eduardo Guedes Martins,20000
"Luetso, LLC",20000
MIRAGE VR,20000
Lucky Brograms,20000
Lucas Simmons,20000
Lucascubestudios,20000
Lucasfilm,20000
LuchinVladimir,20000
Luciano Cargiolli,20000
Lucid Dreaming,20000
"Lucid Dreams VR, LLC",20000
Lucid Ferret,20000
Lucid Silence Games,20000
Lucien Krebs,20000
Lucky You Studio,20000
Ludvig Larsson,20000
Luckyhammers,20000
Ludax174,20000
Ludi Dorici,20000
Ludic Studios,20000
Ludipe & Friends,20000
"Ludometrics, Ltd.",20000
Ludomo Gamestudio,20000
Ludovic Lafferayrie,20000
Ludovic Texier,20000
Ludus Studio,20000
Lunar Labs,20000
Lunar Rooster,20000
Lunasoft,20000
MAMMOTH,20000
M.R.Studio,20000
M3G1DD0,20000
MABManZ,20000
MACKINN7,20000
MADBones Games,20000
MAENTRUS DIGITAL LAB PT,20000
MAFIS,20000
MAGES,20000
MAGIC ERA,20000
MAGIC Spell Studios,20000
MAP Design Lab,20000
Lunatic Pixels,20000
#workshop,20000
MCON,20000
MDA Digital,20000
MECH'AT,20000
MECHREVO VR,20000
MERJ Media,20000
MFAFB Games LLC,20000
MGFM,20000
MGP,20000
MGstudio,20000
M.R.S.,20000
M.J.H.X. Studio,20000
M.E.M.E. Studios,20000
M.BonKov,20000
Lunchbox Edu,20000
"Lunchtime Studios, LLC",20000
Lundar Games,20000
Luohua Studio,20000
Luotsi Entertainment,20000
Lupan Artiom Oleg,20000
Lupus Solus Studio,20000
Lushboy Studios,20000
LusionSoft,20000
Lusionsoft,20000
Lussels,20000
Lust star,20000
Lutem,20000
Lux Science,20000
Luxuria,20000
Lycian Studio,20000
LydGameStudio,20000
LyraVR,20000
Lyubomir Vasilev,20000
Léo-Paul LACHARTRE,20000
M&H Soft,20000
Lucas Liles,20000
Lucas Alexander Visual Arts,20000
Luc Bernard,20000
Logan McClure,20000
Lobaki,20000
LockedOn,20000
Lockem Reality,20000
Lockem Reality Inc,20000
Lockvia Studios,20000
Loft Sky Entertainment Inc.,20000
Lofty Sky Entertainment Inc.,20000
Log Games Ltd,20000
Logan Acree,20000
Logan Apple,20000
Logic Droid,20000
Lonely Dev,20000
Logic Games,20000
Logiraffe,20000
Logos Universe,20000
Logtown Studios AB,20000
Lohika Games,20000
Loju,20000
Lol,20000
Lone Artisan Games,20000
Lone Hero Studios,20000
LoneDev,20000
Loaded Games,20000
Llyr ap Cenydd,20000
Lled Games,20000
LizardKing,20000
Listener Online II Inc,20000
Lite Microsystems,20000
Litmus VR,20000
Little Angel,20000
Little Beavers Games,20000
Little Cloud Games,20000
Little Cute Circle,20000
Little Games Company,20000
Little Moth Games,20000
Little Worlds Interactive,20000
LittleAngel Studio,20000
Littlewitch,20000
Liu Fang,20000
Liu baixue,20000
Live Aliens,20000
"Live in the Game, LLC Self",20000
Live the VR,20000
LiveActive,20000
LiveItGames LLC,20000
LivinThing Studio,20000
LixiaoYao,20000
Lonely Boy Studio Inc.,20000
Lonely Frontier Studio,20000
Lub Blub,20000
Louis Arrigoni,20000
Lost Spell,20000
Lost The Game Studios,20000
Lost Tower Games,20000
Lost in the Garden,20000
Lost-Ride Studios,20000
Lothor,20000
Lotus Games,20000
Lotus GamesTr,20000
"Loud King Studios, LLC",20000
Loudpak Studios,20000
Louis Fairgrieve,20000
Loneminded,20000
Loveridge Designs,20000
Loveshack Entertainment,20000
Lowe Bros. Studios LLC,20000
Lowixsama,20000
LozMarblz Inc.,20000
Lozange Lab,20000
LsgStudio,20000
Lu-Ci,20000
Luan Chenghao,20000
Luandun Games Pte. Ltd.,20000
Lost Mountain,20000
Lost Goblin,20000
Lost Bra,20000
Loser/s,20000
Long Division LLC,20000
Long Hat House,20000
LongArm Interactive,20000
LongGe,20000
LongWu,20000
LookAtMyGame,20000
Loomus Games,20000
LoopGame,20000
Loophole Interactive,20000
LoopyMood,20000
Loot Inside,20000
Looterkings,20000
Lord Bytesworth,20000
Lord Eglathia,20000
Lord Imperio,20000
Lord Puggington Games,20000
Lord Rutsah,20000
Lorenzo Bellincampi,20000
Loria,20000
Lorraine Studio,20000
Los Exaltados,20000
"MINTPOT CO.,LTD",20000
MK Games,20000
Mateus Dias Toledo,20000
Mariano Larronde,20000
Marcin Skierski,20000
Marco Ayala Games,20000
Marco Braun,20000
Marco Mastropaolo,20000
Marco S. Hampel,20000
Marcos Donnantuoni,20000
Marcos Rocha,20000
Marcus Nichols,20000
Mardonpol Inc.,20000
MariLuzaria,20000
Marina Hova,20000
Marching Simulator,20000
Mario Almaguer,20000
"Mario D'Eliso ""Elis-D""",20000
Mario Quesada,20000
Mariusz Gibas,20000
Mark Begenisich,20000
Mark Chong,20000
Mark Craigie,20000
Mark Fassett,20000
Mark Hagan,20000
Mark Hill,20000
Marcin Mikołajczyk,20000
March Entertainment,20000
MK-ULTRA Games,20000
Manuf,20000
"Maniamind Co.,Ltd",20000
Manic Machine,20000
Manifesto Game Studio,20000
"Mankind, Inc.",20000
Manne Cederskoog,20000
Mantis Shrimp Studio,20000
Mantis Studios,20000
"Mantis-Eye Labs, LLC",20000
Manuel Schenk Games,20000
Manuel Stieger,20000
Manufacture 43,20000
Marcelo Villarreal,20000
Maqna Interactive Ltda - Me,20000
Maraby,20000
Marafigogames,20000
MaratG2,20000
Marc Ellis,20000
Marc Kruzik,20000
Marc-Antoine Jacob,20000
Marcel Eissens,20000
Marcel Mölter,20000
Marcelo Milo,20000
Mark Kondor,20000
Mark Miller Studios,20000
Mark Ohnsman,20000
Mass Games,20000
Maru Project Develop Team,20000
MaruStudio,20000
Marudice,20000
Maruf ARTUKOĞLU,20000
Marvellous Soft,20000
Masahiro Suzuki,20000
Masakazu Yanai,20000
Mashiro,20000
Mask,20000
Mason Butterwick,20000
MassDiGI,20000
Mark Sowders,20000
MassHive Media,20000
Master Plan Multimedia LLC,20000
Master Technologies,20000
Master UOMU,20000
MasterCalamity Games,20000
Masterbrain Bytes GmbH & Co. KG,20000
Masters Interactive,20000
Mata,20000
Match Connect Challenge,20000
Matchup-Gamedesign,20000
Maru Games,20000
Martín Díaz,20000
Martov Company,20000
Martin van Stipdonk,20000
Marker Limited,20000
Marklar,20000
Marko Vukovic,20000
MarksApp,20000
Markus Döbele,20000
Markus Fick,20000
Marlene De Souza Santos,20000
Marsbound,20000
Marshall Latimer,20000
Marshlight Software,20000
Marslit Games,20000
Martha Magsombol,20000
Martian Games,20000
Martin Crownover,20000
Martin Helvig,20000
Martin Knopf,20000
Martin Kutlak,20000
Martin Mitov,20000
Martin Pilaszek,20000
Martin Senovsky,20000
Martin Simeth,20000
Maniac Games,20000
Mangobile,20000
MangaGamer,20000
MadMinute Games,20000
Machineman1357,20000
Maciej Kuzianik,20000
MackMediaGames,20000
Macrales Studio,20000
Mad Capacity,20000
Mad Devices,20000
Mad Gnolas,20000
MadBox,20000
MadGearGames,20000
MadHoundGames,20000
MadOptimist Games,20000
MadskillzVR,20000
MadameBerry Games LLC,20000
Madar Games,20000
Madbox Entertainment,20000
Made In Holo,20000
Made of Bits,20000
MadeOfDinosaurs,20000
MadeWave Studios,20000
Madhouse Software,20000
Madia Entertainment,20000
Madorium,20000
MachineSpirit,20000
Machete Games LLC,20000
MacProton Games,20000
MacKenzie Kaser,20000
MKD games,20000
MKJ Interactive,20000
MKSM Design LLC,20000
MKrew,20000
MLB,20000
MM//Productions,20000
MME,20000
MOGA Creative,20000
MOKKOGRAD,20000
MONKEY WRENCH STUDIO INC.,20000
MONSTER CITY,20000
MOS Games,20000
MPixels,20000
MSRX22,20000
MTR,20000
MUIFWEGO,20000
MUTT Studio,20000
MWC,20000
"MWN TECH.,LTD",20000
MXTreality,20000
Ma-mu-i,20000
Madowl Games,20000
Madvertiz0r,20000
Manel García,20000
Malicious Games,20000
Maithonis Studios,20000
Majao Games,20000
Make Real,20000
Makeshift Monocle,20000
MakinGames Ltd,20000
Makivision,20000
Maksim Chudaev,20000
Maksim Streicher,20000
Maksym Pashanin,20000
Male Doll,20000
Malika K. LLC,20000
Maelstrom Rabbit,20000
Malo Hilliard,20000
Malyarov Andrey,20000
Mama J,20000
Man-Eater Games,20000
ManBeardGames,20000
Mana Wings,20000
Manalith Studios,20000
Mandelduck,20000
Mandlebar,20000
Mando Productions,20000
Mains Digitales Interactive,20000
Main Leaf,20000
Mahjong Solitaire,20000
Mahjong Knight,20000
Maestro Cinetik,20000
Maestro Créations,20000
Mage Journey,20000
MageC Studio,20000
Magesoft,20000
Maggese,20000
Magic Chopstick Games,20000
Magic Cube,20000
Magic Design Studios,20000
Magic Dungeon Studio,20000
Magic Era,20000
Magic Light Team,20000
Magic Masks Team,20000
Magic Pants,20000
Magic Sandbox,20000
Magic Spell Studios,20000
Magic Tavern,20000
Magic Time Software,20000
Magic and Mirrors,20000
Magory.net,20000
Mahich,20000
Myrolit Studios,20000
Myrrh creative,20000
Lisandro Lorea,20000
Outer Planet Studios,20000
Oubliette,20000
Oudidon,20000
Out Of Bounds,20000
Out There Entertainment,20000
OutOfBounds Software Solutions Inc,20000
OutOfTheBit Ltd,20000
Outback Studios,20000
Outdoor Gaming,20000
Outer Brain Studios,20000
Outer Grid Games LLC,20000
Outer Rim Studios LLC,20000
Otterly Bearable Games,20000
Outhouse Games,20000
Outlaw Wars,20000
Outlier Interactive,20000
Output Games,20000
Outrage Games,20000
Outsider Games,20000
Overcloud9,20000
"Overcloud9, Phantasm Games",20000
Overcome Studios,20000
Overcurfew,20000
Ottropi Games,20000
"Ottercopter Studios, LLC",20000
Origin8,20000
Oscar Crespo,20000
Original Gam,20000
OriginsVR,20000
Orihaus,20000
Oriku Inc,20000
Orphic Software,20000
Orrery Games,20000
OrtiGames/OrtiSoft,20000
Oruji Productions,20000
Oryps Games,20000
Osaris Games,20000
Oscar K,20000
Otis Miller,20000
Oscar Kenneth Albero Ingles,20000
Oscar Ortigueira López,20000
Oscar Rindel Peulicke,20000
Osgoode Media,20000
Osky Studios,20000
Oslo Albet,20000
Osmium,20000
Other Side Worlds,20000
Other collaborators: Alessio Tolu,20000
OtherSide Entertainment,20000
Overhaul Games,20000
Overimagined Games,20000
OverjoyedGameDevs,20000
PIXYUL,20000
PEKA Gaming,20000
PETABYTE GM,20000
PF3D,20000
PHL Collective,20000
PHY-SIX,20000
PING YI LIN,20000
PIPE Studio,20000
PIXEL ART GAME,20000
PIXELAKES LLC,20000
PIXELBUG,20000
PIxelssoftworks,20000
Overly Complicated Games,20000
PLAYMIND,20000
PNxDesigns,20000
"POCKET PAIR, Inc.",20000
POLYRAW,20000
POPSAUR,20000
POW Games,20000
PPofGG,20000
PRO2131,20000
PROGRAMMER: LUCA TOCCO,20000
PROJECT YNP,20000
PEDEPE,20000
PDDS,20000
PCAndVR,20000
PBFP,20000
Overrun Games,20000
Overture,20000
Ovid Works,20000
Ovidiu Chis,20000
Ovilex Software,20000
Owen Badham,20000
Owen Bell,20000
Owen Smallwood,20000
Owl Green Sea,20000
Owl Studio,20000
Owl Tribe Entertainment,20000
Owlbear,20000
OxPrime Studio,20000
OxPrimeStudio,20000
Oxana,20000
Oxrock Studio,20000
Ozan Çelik,20000
Ozzie Sneddon,20000
P.S.B (iNsOoL),20000
PAIN Games,20000
PARSEC G.K.,20000
Origin8 Technologies Ltd,20000
Origami Sword,20000
Mysia Games,20000
On Target Simulations,20000
Olly Whillans,20000
Olympic,20000
OmaeDev,20000
Omaj,20000
OmicGames,20000
Omicron Games,20000
OmniStorm Gaming,20000
Omnichron Studios,20000
Omnigames,20000
Omniscience,20000
On The Wall Entertainment,20000
Oliveshark,20000
On the Level Game Studios,20000
OnFire Games,20000
OnPluto,20000
Onaemo Studio,20000
Once A Bird,20000
Once More With Gusto,20000
Once'重置制作室,20000
Ondrej Pultar,20000
One Buck,20000
One Dollar Games,20000
Olli-Samuli Lehmus,20000
Oliver Keppelmüller,20000
Organic Robot Games,20000
Ok De,20000
Oddly Shaped Pixels,20000
Oddrok,20000
Odysseus,20000
Off The Beaten Track,20000
"OffWorld Laboratories, Protovate",20000
Office 5656,20000
OfficialCH,20000
Ogopogoid Entertainment,20000
Ogulcan Karaoglu,20000
Oh!WHATif Inc.,20000
Okinawa Sunrise,20000
Oliver Boyce,20000
Oktay ŞAHİN,20000
Old Doorways Ltd,20000
Old Keyboard,20000
Old Point Games,20000
Old Town Entertainment,20000
Oldblood,20000
Olde Sküül,20000
OlderBytes,20000
Oldmoustache Gameworks,20000
Oleksandr Savostianov,20000
One Hamsa,20000
One Legged Seagull,20000
One Lives Left,20000
Oracle Gaming Orlando LLC,20000
Oodlescube,20000
Open Mid Interactive,20000
Open World Interactive,20000
OpenXcell Studio,20000
Opendream,20000
Operation Codename,20000
Operation Constellation,20000
Operation Games,20000
Ophyer,20000
Opposable Games,20000
OranCG,20000
One Man,20000
Orange Bridge Studios,20000
Orange Valley,20000
Orator Games,20000
Oray Studios,20000
Orbcreation,20000
Orbital Views,20000
Orc Hunter Developer Team,20000
Orch Star Studios,20000
Ore,20000
Organic Humans,20000
Onuralp Kanatsız,20000
Onur Vural and Leigh Christian,20000
Onomis,20000
Onix Fox,20000
One Man Army,20000
One Man Band Games,20000
One Rep Closer,20000
One Room Games,20000
One Show,20000
One Up Plus Entertainment,20000
One Wing Cicada,20000
One Yuan Games,20000
OneOcean LLC,20000
OneTechAsia,20000
Onefurinthebox,20000
Oneiric Entertainment LLC,20000
Oneironaut Academy LLC,20000
Oninou,20000
Onion Core,20000
Onion Games,20000
Onion Soup Interactive,20000
OnionMilk,20000
Onipunks Studio Inc.,20000
Oniris Studios,20000
Onivia Games,20000
PSOCat,20000
PSR Outdoors,20000
Pablo Farias Navarro,20000
Perky Peach Games,20000
Pentagrammical Justice,20000
Pentavera,20000
Penumbra Games,20000
People Gotta Play,20000
Pepi Games,20000
PepoLab,20000
Perchang,20000
Perfect Square Studios LLC,20000
PerfectHumanInterface,20000
Performance Simulations,20000
Perpetual FX Creative,20000
Penguin Tower Studios,20000
Perro Electrico,20000
Persera Software Inc.,20000
Persha Studio Developement,20000
Persistant Studios,20000
Persona and Pixel studio,20000
Petcom ltd.,20000
Peter Cleary,20000
Peter Gutenko,20000
Peter Hrdy,20000
Peter Junior Leonar,20000
Penny McDonald,20000
PenguiNet,20000
Packet1337 Inc.,20000
Peculiar Games,20000
Pavel Rodionov,20000
Pavel Voronik,20000
Pavel Zinchenko,20000
Paw Print Games Ltd.,20000
Paweł Dywelski,20000
Pawmigo Games,20000
Pb Studios,20000
Peace & Love Games,20000
PeanutButter VR,20000
Peasant Studio,20000
Peddler Games,20000
Pengu2,20000
Pedro Castro Menezes,20000
Pedro Zea,20000
Peer Draeger,20000
Peernet Games,20000
Pegnio Ltd,20000
Pehesse,20000
Pelagames,20000
Pelikan13,20000
Pen and Sword Games,20000
Penelope Evans,20000
Peter Lacalamita,20000
Peter Manfreda,20000
Peter Simmons,20000
Physmo,20000
Phoenix Game Studio,20000
Phoenix Game and Publisher Studio,20000
Phoenix Interactive Studio,20000
Phoenix3,20000
Phoenixxx Games,20000
Phony Game Studios,20000
Phosphene Designs LLC,20000
Photon Arena,20000
Phun Peeticharoethum,20000
Phuong Nguyen,20000
PhyzixMind,20000
Peter Turcan,20000
PiBoSo,20000
PiFTy,20000
Piaj,20000
PianoB Studio,20000
Picola Inc.,20000
Pidroh,20000
Pie On A Plate Productions,20000
Piece of Cake studios,20000
Pierrec,20000
PigeonCube Studios,20000
Phoenix Coalition,20000
Phodex Games,20000
Phobetor,20000
Philosophy,20000
Peter Valencia,20000
Peter Whalen,20000
Petraller Studios,20000
Petro Shoferystov,20000
Petroallah,20000
Petrolhead software,20000
Petter Malmehed,20000
Petushock Production,20000
Pezomi,20000
Peηtacle,20000
Phantom 8 Studio,20000
Phantom Pine Studios,20000
Phantomisreal Ltd.,20000
Pheonise,20000
Phil Blank,20000
Phil Jones,20000
Philip Bak,20000
Philip Bretschneider,20000
Philip Staiger - TheBest3D.com,20000
Philippe Forgeur,20000
Philippe Pelchat,20000
Pavel Jamal,20000
Pavel Bulatov,20000
Pavel Black,20000
Papurika.moe,20000
Paola Escobar,20000
Paper Castle Games,20000
Paper Crown Interactive,20000
Paper Cult,20000
Paper Fan Games,20000
Paper House,20000
Paper Rose Games,20000
Paper Scorpion Co.,20000
PaperSeven LTD,20000
Paperash Studio,20000
Papɛя,20000
Parizagames Ltd.,20000
Para,20000
Parabox Games,20000
Paradox Terminal,20000
Parallax Arts Studio,20000
Parallax Labs,20000
Parallel Intersection Studio,20000
Parallel Mind LLC,20000
Paranormal Games,20000
Parasol,20000
Paratope,20000
Panic Bot Games,20000
Pangake,20000
Pandorica,20000
Pandora Entertainment,20000
Packet39,20000
PacoProject,20000
PadaOne Games,20000
Paddle Team,20000
Page 44 Studios,20000
Painful Smile,20000
Painted Black Games,20000
Painted Sky Studios,20000
Pal Diaray,20000
Palaplay,20000
PaleBlue XYZ,20000
Paleo Entertainment,20000
Paleontology,20000
Palladium Games,20000
Paloma Dawkins,20000
Palomino Studio,20000
PalveGames,20000
PanTrojan Studio,20000
Panayotis Lampitsakis,20000
Panda2U,20000
Pandamonium Games Design,20000
Paris Stalker,20000
Parkerhill Reality Labs,20000
Pauloondra,20000
Paul Kearley,20000
Patrick O'Connor,20000
Patrick Scott,20000
Patriot Game Studio,20000
Patryk Starzyński,20000
Patryk Szuberla,20000
Paul Boland,20000
Paul C. K. W,20000
Paul Cooney,20000
Paul Georgeon,20000
Paul Georghiou,20000
Paul Kohler,20000
Parmenion Games,20000
Paul O'Bar,20000
Paul Piepenhagen,20000
Paul Schwörer,20000
Paul Sobkowiak,20000
Paul Svelmoe,20000
Paul Thornton,20000
Pauline Game,20000
Paulo A. M. Villalva,20000
Paulo Henrique Ribeiro,20000
Paulo Ricardo Ribeiro,20000
Patrick Hofmann,20000
Patrick God,20000
Patrick Beavers,20000
Patria Games®,20000
"Parody Games, LLC",20000
Parovoz Animation Studio,20000
"Parsec Productions, LLC",20000
Part Time Monkey,20000
PartTimeIndie,20000
Parta Games Oy,20000
Partial Reality,20000
Partickhill Games Limited,20000
Particle,20000
Particle Studios,20000
Party Robot Studio,20000
Party for Introverts,20000
PashaPencil,20000
Pastanaga Sideral,20000
PatatEj,20000
Patchwork Games,20000
Pathfinder Games,20000
Pathless Games,20000
Pathos Interactive,20000
Patito,20000
PatrAwW,20000
Oddeyefish,20000
OddMeat,20000
OddGames,20000
Neuron Flare Works,20000
Neox Studios,20000
Nerd Commando Game Studios,20000
Nerd Herd Games,20000
NerdRage Studios,20000
Nerve Damage Games,20000
Nerve Software LLC,20000
Nervtek,20000
"Nest Egg Games, LLC",20000
Netherware Ent.,20000
Netlex Studio,20000
Neuston AB,20000
Neotenomie,20000
Neutron Games,20000
Neutron Games GmbH,20000
Never Knows Best制作组,20000
Neverworks Games,20000
Nevosoft,20000
New 90's Games,20000
New Adult Reality,20000
New Atlantis Games,20000
New Hansen,20000
New Horizon Productions,20000
Neotro Inc.,20000
Neotenia,20000
Nidal alshawwaf,20000
Neither One Games,20000
NeFARiOUS Dimensions iNteractive,20000
