developer,owners
"After Sunset Games, LLC",20000
Afterburn,20000
Afterlife Games,20000
Aftermath Media,20000
Agate,20000
Agency Principle,20000
Agent Mega,20000
Aggressive Combustion,20000
Aghayeva and Ko s.r.o.,20000
Agrostemma,20000
Aera Studios,20000
Aeonic Entertainment,20000
Aemaeth Monster,20000
Adventure Mob,20000
Actually Sane Studios,20000
Actuator Games,20000
Acylis Studios UF,20000
Ad Aspera,20000
Adage Games,20000
Adam Hebert,20000
Adam John Adkins,20000
Adam Mowery,20000
Adam Noble,20000
Adam Radziszewski,20000
Adam Wells,20000
Adaptive Game,20000
Adem Kaya Rockyade,20000
Adhoc Games,20000
Adil Ahmed,20000
Adreamation Games Studio,20000
Adrenasoft Studios,20000
Adrian Lannon,20000
Adrian Waltrowski,20000
Aduge Studio,20000
Adventure Beard,20000
Backstab Games,20000
Backwoods Entertainment,20000
ClickShake Games LLC,20000
CINEMUR,20000
CDP,20000
CETVE LLC,20000
CG-Interactive,20000
CGA Simulation,20000
CGevo,20000
CHENJINDING,20000
CHOBI GLASS,20000
CHOU CHENG LU,20000
CHTOOM Entertainment,20000
CHUMBOSOFT LLC,20000
CJWorks,20000
CC.D,20000
CKS Tactical,20000
CM Softworks,20000
CM Softworks Inc.,20000
COCOSOLA,20000
COKE,20000
CONVEY Studios,20000
"COR Entertainment, LLC",20000
CPSuperstore,20000
CRAFT,20000
CRAPPY ZOMBIE GAME STUDIO,20000
CC_ARTS,20000
CBL Industries,20000
Business Tycoon,20000
Byte4games SL.,20000
Butlerstyle Entertainment,20000
ButterChain,20000
Butterfly Wisps,20000
Button Punch Games LLC,20000
ButtonSoft,20000
BuzzTwin,20000
BySamb,20000
Bypass Game Studios,20000
"Byte-UP Co., ltd.",20000
Byte4Games,20000
ByteErrsLots Games,20000
CBE software s.r.o.,20000
Bytesprite,20000
Byulbram,20000
BáiYù,20000
C Prompt Games,20000
C-DRIVE MEDIA ART,20000
C.A.Withey,20000
C63 Industries,20000
CAGE Studios,20000
CAIKAI,20000
CATE,20000
"CRAVA,Inc.",20000
CREW Studio Krüger UG,20000
CRJ Games,20000
CangGu,20000
Calvares,20000
Calvin Weibel,20000
Cameron Ray,20000
Camerron ScottSaxon Niewoehner,20000
Campfire Technology LLC,20000
Campus ADN 2015-2016,20000
Campus ADN 2017-2018,20000
Can of Soda Games,20000
Candlelight Studios,20000
Candymakers,20000
Cankut Keskin,20000
CS Squared Games,20000
Cannibal Interactive,20000
Cannon Fire Games LTD,20000
"Cantina Games and Entertainment, Inc.",20000
Canu Arts,20000
Canuck Play Inc.,20000
Canvas+Garden,20000
Capribyte Studios,20000
Caps Lock Solutions,20000
Capt McCay Soft,20000
Capt. McCay Soft,20000
Calum Bowen,20000
"Callipygian Games, LLC",20000
CallThePolices,20000
Caliburn Studio,20000
CSA Software,20000
CSF,20000
"CSIS (CSI Studio Co.,Ltd.)",20000
CTgames,20000
CUBE 332,20000
CYBERPHO,20000
CYCLOPS,20000
CYZR,20000
Cabbit,20000
Caden Petersen,20000
Caesoose Studios,20000
Cafe Shiba,20000
Cagri Gecin,20000
Cairn4,20000
Cake Collective Games,20000
CakeNeq Games,20000
Caleb Chalmers,20000
Caleb Hooper,20000
Caleb Klomparens,20000
Caleb Scott,20000
Caleb Valdez,20000
Busking Software,20000
Business Mouse Studios,20000
Bacus Studios,20000
"Brilliant Blue-G, LLC",20000
Brian Guidarini,20000
Brian Hockenmaier,20000
Brian Lancaster,20000
Brian O'Keefe,20000
Brian Underwood,20000
Brianna Livesay,20000
Bright Onion Studios,20000
Bright Phoenix Studio,20000
Brighter3D Software Development Ltd.,20000
Brightside Games,20000
Brimstone Brothers Inc.,20000
Bretwalda Games,20000
Broan Games,20000
Broguelike,20000
Broke Astronaut,20000
Broken Circle Studios,20000
Broken Code Games,20000
Broken Desk,20000
Broken Dream Studio,20000
Broken Dreams,20000
Broken Vector,20000
Broken Window Studios,20000
Brian Franco,20000
Brett Yeager,20000
Burst2Flame Entertainment,20000
Brayan Delmée,20000
Brandon Dominguez,20000
Brandon J Hilde,20000
Brandon Powell,20000
Brandon Rabico,20000
Brandon Serowski,20000
Brandon Slade,20000
Brantisky Interactive,20000
BratAndronik,20000
Brave Wolf Studio,20000
Bravery Software,20000
Breachgate,20000
Brett Moody,20000
Bread Team,20000
Breaking Dimensions,20000
Breakout,20000
Breakpoint,20000
Breeze Interactive,20000
Brenda J. Miller,20000
Brendan Wiltshire,20000
Brent Seeley,20000
Brentinitis,20000
Brett Jackson (Jumbli),20000
"Broken Window Studios, LLC",20000
BrokenMemoryGames,20000
Bromio,20000
Burak Yücel,20000
Bulkhead Studios Corporation,20000
Bulldog Interactive,20000
Bullet Bears,20000
BulletBarry,20000
Bulletproof Outlaws,20000
Bumfuzzled Gibbons,20000
Bumpy Trail Games,20000
Bunny,20000
Bunny on Caffeine LLC,20000
Bunnycopter,20000
Burakku,20000
Bromoco Games,20000
Burgee Games,20000
Burgseiten Studios,20000
Burnin Ape,20000
Burning Ice Games,20000
Burning Nebula Studios,20000
Burning Pick Entertainment,20000
BurningDust Games,20000
Burp Mimic,20000
Burrito Studio,20000
Burst,20000
Buk Games,20000
Bug-meister production,20000
"Buff Studio Co.,Ltd.",20000
Budgie Games,20000
Brothers Flint,20000
Brown Studios,20000
Broxilia LTD,20000
Brrrainz Incorporated,20000
Bruno Carro,20000
Bruno MARTIOL,20000
Brutal Muse Studio,20000
Brwarner Studios,20000
Bryan Fu,20000
Bryan Gale,20000
Bryan Song,20000
Bryan Tabor,20000
Bryant Jay,20000
Bryson MacDuff,20000
Bubble Head Games,20000
Bubble Studios,20000
Bubel Studio,20000
BucketShop Software,20000
Buckethead Entertainment,20000
Buckshot Software,20000
Buddy System,20000
Captain,20000
Captain Bungalo,20000
CarVin Interactive,20000
Christian Hall,20000
Chris Mahoney,20000
Chris Mailloux,20000
Chris Orr,20000
Chris Parsons,20000
Chris Patton,20000
Chris Perry,20000
Chris Wade,20000
Chris_Antoni,20000
Christ Laurenz Sambrano,20000
Christian Boman,20000
Christian Hamm,20000
Chris Germano,20000
Christian Hooper,20000
Christian Reuter,20000
Christian Vandagrift,20000
Christian Waadt,20000
Christiane Snyder,20000
Christine Barron,20000
Christoffer Ryrvall,20000
Christoph Winkler,20000
Christophe Galati,20000
Christopher Conklin,20000
Chris Holtshouser,20000
Chris Gallello,20000
Caraline Aldis,20000
China Sky Carving Game,20000
ChiHeBang Studio,20000
Chibig,20000
Chicken Waffle,20000
Chief Fenrir Entertainment,20000
Chih-Hsuan Huang,20000
Child-Dream,20000
Childish Things Ltd,20000
ChillX Ltd,20000
Chim Ruoi Games,20000
Chimeric,20000
Chingis LLC,20000
Chris Folea,20000
Chjonn Studios,20000
Chloro,20000
Chocolate Ship Games,20000
Chocolatefudge Games,20000
Choose Multiple LLC,20000
Chota Games Studio,20000
Chozabu,20000
Chris Aguilar,20000
Chris Charbonneau,20000
Chris Danelon,20000
Christopher Dobson,20000
Christopher Howard,20000
Christopher Meyer,20000
Classy Yak Game Studio,20000
Circuit Hive,20000
Circumlocutory Games,20000
Citor3 Entertainment Studio,20000
City Quests Media UK,20000
Class of 2015-2016,20000
Class of 2017-2018,20000
Class-X Games,20000
Classic Arts GmbH,20000
Classroom Graffiti Productions,20000
Classy Bogan Studios,20000
Claudio Catalano,20000
Christopher Pollard,20000
Claudio Panzanaro,20000
Claws Up Games,20000
Claws of Lorek,20000
Clear Ink Studios,20000
Clear Light Games,20000
Clecota Games,20000
Cleiton Oliveira,20000
Clement Willay Games,20000
Cleveland Mark Blakemore,20000
Cliax Games,20000
Circletempo,20000
Cinnoman Games,20000
Cienart Studios,20000
Cien Studio,20000
Christopher Wagner,20000
Chrnk.ru,20000
Chroma Coda,20000
Chromatic Dream,20000
Chromethean Productions,20000
Chromosphere Games,20000
Chronic Vagrant,20000
Chronik Spartan,20000
Chronish Games,20000
Chrono Dragon Studios,20000
Chronobit Studios,20000
Chronos Development Studios,20000
Chronos VR,20000
Chronova,20000
Chu Xiaosong,20000
ChuMoran,20000
Chuanpu,20000
Chubiri,20000
Chukobyte,20000
Chumoran,20000
Chute Apps,20000
Chewa,20000
Chesstar studios,20000
Chesstar Studios,20000
Catherine Debard,20000
Cat Logic Games,20000
Cat Rabbit,20000
Cat Trap Studios,20000
CatSaw,20000
Catapult Games,20000
"Catch & Release, LLC",20000
Catch A Cat,20000
Catching Kobolds,20000
Cateia,20000
Catfishbox,20000
Catmoon Productions,20000
Celsius Game Studios,20000
Catobyte,20000
Catze,20000
Causa Creations,20000
Caustic Reality,20000
CaveBoy36,20000
CaveBrave,20000
CaveDave,20000
Cazack Games,20000
Ceiba Software and Arts,20000
Celeritas Games,20000
Cat Daddy Games,20000
CasualGames.nu,20000
Casual Box Games,20000
CastleAbra Studios,20000
Carbon Fiber Games,20000
Cardboard Robot Games,20000
Cardboard Sword Limited,20000
Cargo Cult Gaming LLC,20000
Carl Games,20000
CarlMorganArt,20000
Carlo Monzini,20000
Carlos,20000
Carlos Coronado,20000
Carlos M Martinez,20000
Carlos Vázquez Ordóñez,20000
Carnivore Games,20000
Carry Castle,20000
Casa Games,20000
Casa Rara,20000
Cascade Game Foundry,20000
Cascade Game Foundry SPC,20000
Casey Labrack,20000
CashcowGames,20000
Cassandra Doeinck,20000
Castle,20000
Celestial Games,20000
Celusis,20000
Chessbase,20000
ChemBlock,20000
Charles Debczak,20000
Charles Games,20000
Charlie Evans,20000
Charlie Fleed,20000
Chashu Entertainment,20000
CheGu,20000
Cheat Code Studios,20000
Checkmark Games,20000
Checkmaty,20000
Cheese and Bacon Games,20000
Chemical Bolt,20000
Cem Akalın,20000
Chen Jin,20000
"Chengdu Wooway Technologies Co., Ltd",20000
Chengen Zhao,20000
Chensey Game,20000
Cheolwan Park,20000
Cherry Bloom,20000
Cherry Pie Games,20000
Chess Parallel Esports Team,20000
Chess no choke games,20000
ChessBase,20000
Charles Cochrane,20000
CharlerMaster,20000
Chara-Ani,20000
Chaphat,20000
Centicerise Productions,20000
Centipede Game Studios,20000
Central Coast Games,20000
Centrosphere Game,20000
Cerdeira Guillaume,20000
Cerebral Division,20000
Cerevrum Inc.,20000
Ceteco,20000
Ceylon Entertainment,20000
Ch.ZBK,20000
Chad Close,20000
Chad Meffert,20000
Chadams Studios,20000
Chainsaw Development,20000
Chainsaw Games,20000
Chair Game Studio,20000
Challudym,20000
Chamomile Software,20000
"Chance6 Studios, LLC",20000
Chano H. Hansen,20000
Chao's Playmate,20000
Brandon Cobb,20000
Brandon Bielski,20000
Branch Games,20000
Better Games LLC,20000
Bernackels,20000
BernhardM,20000
BernhardP,20000
Best Friend Games,20000
Best Gaem Studio,20000
Bestow,20000
BetaSparkUK,20000
Betamaximus-128,20000
Betelgeuse Zero,20000
BetsonGames,20000
Betterburg,20000
Bergie Games,20000
Bevan McKechnie,20000
Bevel Studios,20000
Beyond Technical Inc.,20000
"BiNAREE, Inc.",20000
Biart,20000
BicBoi Bangers,20000
Bidaj,20000
Bidoniera Games,20000
Big Cow Studios,20000
Big Deez Productions,20000
BerlinGamesClub,20000
Bento-Studio,20000
Bishop Armstrong,20000
Ben Rog-Wilhelm,20000
Bemoworld Studios,20000
Ben Busby,20000
Ben Hartnett,20000
Ben Hendel-Doying,20000
Ben Hopkins,20000
Ben Lovegrove,20000
Ben Makarechian,20000
Ben McNelly,20000
Ben Rawles,20000
Ben Robinson,20000
Ben Strijbos,20000
Bento Studio,20000
Benarom Games,20000
Bence Sipka,20000
Benjamin Famiglietti,20000
Benjamin Lapid,20000
Benjamin Mathis,20000
Benjamin Niu,20000
Benjamin Outram,20000
Benjamin Scott,20000
Benjy Bates,20000
Benn Powell,20000
Big Dorks Entertainment,20000
Big Dumb Fun Games,20000
Big Evil Corporation,20000
Binogure Studio,20000
Binary Fortress Software,20000
Binary Fusion,20000
Binary Giants,20000
Binary Helix,20000
Binary Jellyfish,20000
Binary Soul,20000
Binary Souls,20000
BinaryBox Studios,20000
BinaryDream,20000
Binji,20000
Binx Interactive,20000
Big Fun Games,20000
Binärkult,20000
Biodrone Studios,20000
Biological Systems Modeling,20000
Biome Collective,20000
Bionic Penguin,20000
Bip Media,20000
Birch Log,20000
Bird Man Games,20000
Birdshark! Games,20000
Birdwall Games,20000
Binary Emotions,20000
Billy Chan,20000
Bill and Eli Productions,20000
Bill Ricardi,20000
Big Galoot,20000
Big Hit Games,20000
Big Horn Studio,20000
Big Kitty Games,20000
Big Loop Studios,20000
Big Moustache Games,20000
Big Pixel Studios,20000
Big Red Button,20000
"Big Red Button Entertainment, Inc",20000
Big Red Planet,20000
"Big Splash Games, LLC",20000
Big Way Games,20000
"BigBox VR, Inc.",20000
BigBro Games,20000
BigCheeseGames,20000
BigCode Games Pvt Ltd,20000
BigGame,20000
BigMouthedDog Studio,20000
BigTapir Games,20000
BigfootDS,20000
Bikkuri Software,20000
Bemami,20000
Below the Game,20000
Bellosoft,20000
Baptiste Grève,20000
Ballista Studios IVS,20000
Ballistic Frogs,20000
Balraj Singh Bains,20000
Baltica Games,20000
Bambastic Games,20000
"Bamboo Secrets Co.,Limited",20000
Bamtang,20000
Bannerman Games,20000
Banyango,20000
Baptiste Degryse,20000
Bareware Studios,20000
Bastien Ollivo,20000
Barkers Crest Studio LLC,20000
Barnaque,20000
Barnstorm Games,20000
Barnyard Intelligence Games,20000
Baronnerie Games,20000
Bartosh Polonski,20000
Bartosz Bialek,20000
Basecamp Games,20000
Based On The Play,20000
Basic Sloth,20000
Baldur Games,20000
Balder Game Studio,20000
Bala Vicknesh,20000
Bakhti Baymukhamedov,20000
Bad Attempt,20000
Bad Bird Studios,20000
Bad Cast games,20000
Bad Coffee Games,20000
Bad Gravity,20000
Bad Monkey Love,20000
Bad Panda Games,20000
Bad Rhino Games LLC,20000
BadCat Studios,20000
BadgerHammer,20000
Badosz,20000
Badri Bebua,20000
Bae Team,20000
Baffled Games,20000
BagelMaster5000,20000
Baiacu Games,20000
Bail! Enemy Jet!,20000
BaileyHausdorff Systems,20000
Bainware LLC,20000
Baked Games,20000
Bakershah Games,20000
Bastien Darbellay,20000
Bat Byte,20000
Belleal Games,20000
BefuddleBug,20000
Beatrice,20000
Beatsie Boys,20000
Beaver Drummer,20000
Because Because Games,20000
Beckoning Cat,20000
BeehiveBob,20000
Beemoov,20000
"Beep Games, Inc.",20000
Beep2Bleep.com,20000
BeetleFish Studios,20000
Behtam Developer,20000
BatCat Games,20000
"BeiJing FlyDream Interactive co.,ltd",20000
"Beijing AMPBox Technology Co., Ltd.",20000
"Beijing Elysium Interactive Technology Co.,Ltd.",20000
"Beijing Gravitational Waves VR technology co.,LTD",20000
Beijing INFITFUN Technology Co.Ltd,20000
Beijing LightingFire,20000
"Beijing Touch the heart interactive technology co., LTD",20000
"Beijing Xinrun Technology Co.,Ltd",20000
Bekho Team,20000
Belka VR,20000
BeatShipsGame,20000
BeatBoxer LLC,20000
Beat-Fu Studio,20000
"Beast, Inc.",20000
Batovi Games Studio,20000
Battle Blockyverse Studios,20000
Battle Crafters LLC,20000
BattleByte,20000
BattleGames,20000
Batu Games LLC,20000
Be hate Free.org,20000
BeBold,20000
Beanstalk VR Team (BYU),20000
Bear & Cat Studio,20000
Bear Box Media,20000
Bear Gears Studio,20000
BearFighterDev,20000
Bearcat Games,20000
Beard Games Studio,20000
Beard Wizard,20000
Bearded Eye,20000
Bearded Giant Games,20000
BeardedBrothers.games,20000
Beardserk,20000
Beast Mode Games,20000
Biscuit Play,20000
Bishop Games,20000
Brainwashing games,20000
Bon,20000
Boejunda LLC,20000
Bohfam,20000
Boiagames,20000
Boidae Games,20000
Bojan Brbora,20000
BolHut,20000
Bold Pixel,20000
Bolt Creative,20000
Boltok Games,20000
Bomber Studio,20000
Boncho Games,20000
Bobbates LLC.,20000
BoneCracker Games,20000
Bonfire Entertainment,20000
Bonfire Games,20000
Bongfish GmbH,20000
BoninblueDesignLab,20000
Bonion Games,20000
Bonjourcoco,20000
Bonus Level Entertainment,20000
Bony Yousuf,20000
Boogie Down Games llc,20000
Bobby Zeal,20000
BobTheShoplifter,20000
Bison,20000
Blue Potion Games,20000
Blue Drop Games,20000
Blue Gate,20000
Blue Goji,20000
Blue Horizon Studios Ltd,20000
Blue Ice,20000
Blue Label Studio,20000
Blue Lizard,20000
Blue Lizard Games Inc.,20000
Blue Newt Software,20000
Blue Palm Studio,20000
Blue Salt Games,20000
Bob Games,20000
Blue Volcano Studio,20000
BlueDog,20000
BlueRichter,20000
Blue_Trigger,20000
Blueberry Studio,20000
Blueprint Reality Inc.,20000
Bluestrike,20000
Blunt Games,20000
Blup Games,20000
BnK Team,20000
Bookmark Games,20000
BoolDog Games,20000
Boolat Entertainment,20000
Brahn Games,20000
BoxFrog Games,20000
Boxhead Games,20000
BoyAndWitch Studio,20000
Boyang Zhou,20000
BplusGames,20000
Brackish Games,20000
Brad Fairley,20000
Brad Smith,20000
Braden Van Wagenen,20000
Bradley Elam,20000
Brain Bombers,20000
BoomBox,20000
Brain Machine,20000
Brain Slap Studio,20000
Brain Stone GmbH,20000
Brain and Nerd Ltd,20000
Brainagi Games,20000
Brainbox Software,20000
Braincells Productions Inc.,20000
Brainduck,20000
Brainoid,20000
Brainshape Games,20000
Bowlcut Studios,20000
Bourbontank,20000
Bouchard Industries,20000
BouSoft,20000
BoomCat Studios,20000
BoomTownGames,20000
Boomfire Games,20000
Booming Games,20000
Booper Inc,20000
Boosted Games,20000
Booster Space,20000
Boozer Game Studios,20000
Boreal Sun,20000
BoringGame,20000
BoringKate,20000
Boris Blosse,20000
Boris Zapotocky,20000
Borisoft,20000
Born Lucky Games,20000
Bornteks Entertainment,20000
Borokai Studio,20000
Borov,20000
Bossa,20000
BotBite Industries,20000
Bottino.Games,20000
Blue Commands,20000
Blue Comet Games,20000
Blue Budgie Studios,20000
Black Golem,20000
Black Curtain Studio,20000
Black Death Apps Limited,20000
Black Deck Crew,20000
Black Delta,20000
Black Diskette,20000
Black Dragon Studio,20000
Black Engine Games,20000
Black FishMaker,20000
Black Flag Studios,20000
Black Fox Entertainment,20000
Black Hand Studio,20000
Black Train,20000
Black House,20000
Black Mouse,20000
Black Onyx Interactive,20000
Black Potion,20000
Black Room Games,20000
Black Sheep Games,20000
Black Sheep Studio,20000
Black Sheep studio,20000
Black Smerch,20000
Black Snake Games,20000
Black Cloud Studios,20000
Black Book Development,20000
Black Alchemy Games,20000
Bks,20000
Bison Kings Game Studios,20000
Bit Bionic LLC,20000
Bit Byterz,20000
Bit Dragon,20000
Bit Nurse,20000
Bit Toys,20000
BitBeamCannon.com,20000
BitBreak I/S,20000
BitCutter Studios Inc.,20000
BitFinity,20000
BitSits Games,20000
Bitca,20000
Bitecore Ltd.,20000
Biterkid,20000
Bitmen Studios,20000
Bitporters LTD.,20000
BitsAlive Game Studios,20000
Bizengames,20000
Bizzy,20000
Bjarki Arge Andreasen,20000
Bjoern Grunewald,20000
Black Snowflake Games,20000
Black Void Media,20000
Blue  Blaze Gaming,20000
BloodPixel,20000
Blazing Stick,20000
Blazing Tree Studio,20000
Bleeding Edge,20000
Blet Studio!,20000
BlewScreen,20000
Blind Raccoon Studio,20000
Blip Haus Design,20000
Blob Games,20000
BlockTeam,20000
BloodMoon Games,20000
Bloodcraft Dev,20000
BlackOpzFX,20000
Bloodline Games,20000
Bloodmane Interactive,20000
Bloodwolf Studio,20000
Bloody Forehead Entertainment,20000
Bloody Pixel,20000
BloodyStation,20000
Bloom Digital Media,20000
Blossom Games,20000
BluBee Games,20000
Bludgeonsoft,20000
Blazing Bit Games,20000
Blazing Badger,20000
Blazewing,20000
Blazar Games,20000
BlackRat,20000
BlackTale Games,20000
Blackcross & Taylor,20000
Blackrose Industries,20000
Blacksmith,20000
Blacksmith Studios,20000
Blacksword Games,20000
Blackthorn Media Inc,20000
Blackwood Specter,20000
Blagovest Penev,20000
Blak Iron Studios,20000
Blake Fix,20000
Blake Pierce,20000
Blake W. Ford,20000
Blank Name Games,20000
Blanket Fort Games,20000
Blast Radius Game Studios,20000
BlastFM,20000
Blaster,20000
Blaster Games Studio,20000
BlauwPrint,20000
Garage Monkey Studio,20000
Garden Shed Studios,20000
Pigeonaut,20000
Michael Schade,20000
Michael Cheung,20000
Michael Crabbs,20000
Michael Fewkes,20000
Michael Gentry,20000
Michael Hobbs,20000
Michael J. Moffitt,20000
Michael Jendryssek,20000
Michael Lampel,20000
Michael Lasch,20000
Michael Lohr,20000
Michael Seaholm,20000
Michael Becze,20000
Michael Squirrel,20000
Michael Swan,20000
Michail Ostrowski,20000
Michal Kuchárik,20000
Michał Głowacki,20000
Michiru Michel Nakamura,20000
Micro Revolution LLC,20000
Micropsia Games,20000
Midas Touch Game,20000
Middle City Games,20000
Michael Burns,20000
Michael Amzovski,20000
Mengtu Technology Co. Ltd,20000
Messier Games & Animations,20000
Mental Lab Studio,20000
Mental Zone Digital Game Studios,20000
Mentalpop,20000
Meowshmallow Studio,20000
Mercury Aerospace Industries,20000
Mercury Stone,20000
Merge Heroes,20000
Mergin Studio,20000
Mescaline's Wings,20000
Mesmerise Studios,20000
Meta Sauce,20000
Michael Acosta,20000
Metaphore Games SAS,20000
Metaverse Studio,20000
Meteor Shock,20000
Meteorbyte Studios,20000
Meteoric Games,20000
MethodEXP,20000
Mez Breeze,20000
Mgaia Studio,20000
Mgsstudio,20000
Micah Sigmund,20000
Middle Eye,20000
Midipixel,20000
Midnart,20000
Mikhail Ramanouski,20000
Mike Chokran,20000
Mike Daas,20000
Mike Harris,20000
Mike Laraman,20000
Mike Murdock,20000
Mike Pickering,20000
Mike Prosser,20000
Mike Troup,20000
Mike Watson,20000
Mikhail Nevsky,20000
Mikhail Shvachko,20000
Midnight Hub,20000
Miki Squadron Project,20000
Mikko Nykyri,20000
Mikori Games,20000
Mild Beast Games,20000
Military Operations,20000
Milk Shake,20000
Milkjug Studios,20000
Millenway,20000
Miller Tinkerhess,20000
Millia Soft,20000
Mike Bushell,20000
Mikael Mattsson,20000
Mikael Emtinger,20000
Mika Spin Games,20000
"Midnight Oil Games, LLC",20000
Midnight Party,20000
Midnight Sea Studios,20000
"Midnight Studios, Inc.",20000
Midnight Warden,20000
"MidnightCoffee, Inc.",20000
Mido Basim,20000
Midwest Video Games,20000
Miga,20000
Mighty Box,20000
Mighty Fox Studio,20000
Mighty Mob Games,20000
Mighty Papaya,20000
"Mighty Studios, LLC",20000
Migiha,20000
Miguel Lleras,20000
Miguel O. Mercado,20000
Mihan0id,20000
Mihoci10,20000
"Mika Mobile, Inc.",20000
Mika Molenkamp,20000
MentaLoop Games,20000
Memory of God / Lambic Studios,20000
Myron Software,20000
Matthew Weekes,20000
Matthew Myers,20000
Matthew Overall,20000
Matthew Peacock,20000
Matthew Putnam,20000
Matthew Ricci,20000
Matthew Ritter,20000
Matthew Roach,20000
Matthew Robert Carmack,20000
Matthew Robinson,20000
Matthew Sanders,20000
Matthew Willis,20000
Matthew Jennings,20000
Matthias Magnussen,20000
"Matthias Patscheider, Samantha Povolny, Bianca Zankl",20000
Matthieu Gouby,20000
Mattrified Games,20000
Mature Games,20000
Mauri Republic,20000
Maurice Fernitz,20000
Mauricio Tunes,20000
Maus Software,20000
Mavenmob,20000
Matthew Kania,20000
Matthew Hayter,20000
Memorazer Production,20000
Matt Frank,20000
Matheus Medeiros,20000
Mathias,20000
Mathieu Lamarche,20000
Matias Rajamäki,20000
Matouš Lörinc,20000
Matrix Games,20000
MatrixStudio,20000
Matt Boch,20000
Matt Bucci,20000
Matt Dulemba,20000
Matt Gadient,20000
Matthew Hare,20000
Matt Maurer,20000
Matt Stanton,20000
Matt Workman,20000
Matteo Cillario,20000
Matterhorn Software LTD,20000
Matthew Collins,20000
Matthew Diaz,20000
Matthew Eis,20000
Matthew Finitz,20000
Matthew Giordano,20000
Maverick Games,20000
Maverick Games Inc.,20000
Max,20000
Megaslow Studio,20000
MediaSpark,20000
MediaTale,20000
Medicated Games,20000
MeepHead LLC,20000
Mega Cat Studios,20000
MegaFun Games Ltd.,20000
MegaTronic Labs,20000
Megalithic Mainframe,20000
Megamini009,20000
Megan,20000
Meggic,20000
Max Grindebäck,20000
Mehan Games,20000
Meijin Zhu / 五月梅花落,20000
Meine Liebe:3,20000
MekTek Studios,20000
Meka Games,20000
Melancholia Studio,20000
Melancholic Nights Studio,20000
Melissa Avery-Weir,20000
Meltdown Interactive Media,20000
Membraine Studios,20000
MediaPod,20000
MediaAtlas,20000
"Media Impact Co.,Ltd",20000
Mechanical Monocle,20000
Max Ignatyev,20000
Max Jaeschke,20000
Max Whale,20000
Maxen,20000
Maxime Cote,20000
Maxime Pointet,20000
Maximus Ludos Studios,20000
Maxint LLC,20000
Maxwell Taylor,20000
Maxwell Volz,20000
Maya Gameworks,20000
MayoNinja Games,20000
McLeodGaming Inc.,20000
McMagic Productions,20000
Meadow Games,20000
Meaghann LeBleu,20000
Mean Mutt Interactive,20000
"Meant, LLC",20000
MeatAtom,20000
Meatball Parm Games,20000
Mebius,20000
Milpitians,20000
Mimic,20000
Mimicry,20000
Morphodox Studios,20000
Moravia Games,20000
MorbidWare,20000
Morenori Soft,20000
Morepork Games,20000
Morgan Andersson,20000
Morgan Wesemann,20000
Morganti Livio,20000
Morgopolis Studios,20000
Morla Games,20000
Morozov Sergey,20000
Morrow Games,20000
Moonworks,20000
Mosaic Mask Studios,20000
Mosaique Games,20000
Moshe Linke,20000
Moss Piglet Games,20000
Most Ancient,20000
MostWanted Game Development,20000
Motional Entertainment,20000
Motiro,20000
Motivation Game Studio,20000
Motoda Media,20000
Moonz Studioz,20000
Moonware Games,20000
Mind Crew,20000
MooCow Games,20000
Monolith Graphics,20000
Monothetic LLC,20000
Monsieur K,20000
Monster Couch,20000
Monster Games,20000
Monster Mansion,20000
Monster Paw,20000
Monster Tree,20000
MonteCube,20000
Monticube,20000
Moon Pub Games,20000
Moonster Studio,20000
Moon Spider Studio,20000
Moon and Sea Studios,20000
MoonShine Games,20000
Moonbite Games,20000
Moongate Digital,20000
Moonlight Studios,20000
Moonradish Inc.,20000
Moonray Studios,20000
Moonshadow Games,20000
"Moonshark, Inc.",20000
Mottafier,20000
MouldyMattress,20000
Mouseless Media,20000
Muttley1968,20000
Muro Studios,20000
MuscleBird,20000
Mushroom Party,20000
Music Paradise,20000
Musopia,20000
Mustache Games,20000
Mustafa Anıl ÖZ,20000
Mustafa Kosdak,20000
Mutated Software,20000
Mute Canary,20000
Muzaku,20000
Moving Dimensions,20000
Muzintou,20000
My Next Games,20000
My Owl Software,20000
MyDearest,20000
MyDream Interactive Inc.,20000
"MyDream Interactive, Inc.",20000
Myou,20000
Myoubouh Corp,20000
Myra D'Ann,20000
Myroid-Type Comics,20000
Mure VR,20000
Munkyfoot Gaming,20000
Multiverse Games,20000
Multiverse,20000
Moving Pixel Games,20000
Moxie Game Studio,20000
MoyeVR,20000
Moyosa Media BV,20000
Mr Alpaca Games,20000
Mr iLyn.,20000
Mr. L,20000
Mr. Thee,20000
Mr.Purple,20000
Mr.T,20000
MrSandman,20000
MuLong,20000
Mubarak AlKhuzaee,20000
Mubeat Studio,20000
Muddy Pixel,20000
Mugurel-Adrian Enache,20000
Muikkumedia Oy,20000
"Multi-Dimensional Games (Studio of ThoughtSTEM, LLC)",20000
Multi_ChoiceGames,20000
Multiblender Games,20000
Multitool Studios,20000
Monocool Interactive,20000
Monochrome Paris,20000
Monkeys Crowd Entertainment,20000
MirageV,20000
Mintsphere,20000
Minty Soul Games,20000
MioMax,20000
Miolhr SM,20000
Mirabolis Studios,20000
Miracle Gates Entertainment,20000
"Miracle Positive Co., Ltd.",20000
Miracle Studio,20000
Miracle Tea,20000
Mirador Studio,20000
Mire Studios,20000
